Id,Imię,Nazwisko,Stypendium,Rok,Kierunek,Miasto,Ulica
979,Maria,Ślusarczyk,false,5,Mikroelektronika w technice i medycynie,Szczecin,Bolesława Prusa
980,Przemysław,Piórkowski,false,1,Informatyka,Bydgoszcz,Juliusza Słowackiego
981,Wojciech,Sokół,false,4,Mikroelektronika w technice i medycynie,Poznań,Gliwicka
982,Marcin,Mikulski,true,5,Inżynieria Biomedyczna,Katowice,Bolesława Leśmiana
983,Leokadia,Michalski,false,3,Informatyka,Kraków,Szpitalna
984,Robert,Sienkiewicz,false,3,Mikroelektronika w technice i medycynie,Wrocław,Armii Krajowej
985,Tadeusz,Baran,false,2,Inżynieria Biomedyczna,Kraków,Oświęcimska
986,Patrycja,Kulesza,true,2,Elektrotechnika,Szczecin,Krakowskie Przedmieście
987,Zygmunt,Żebrowski,false,1,Inżynieria Biomedyczna,Bydgoszcz,Obornicka
988,Hieronim,Domański,false,5,Elektrotechnika,Kielce,Kazimierza Pułaskiego
989,Ludwik,Krzyżanowski,false,4,Mikroelektronika w technice i medycynie,Bydgoszcz,Lubelska
990,Elżbieta,Jędrzejewski,false,5,Elektrotechnika,Kraków,Targowa
991,Celina,Jędrzejczyk,false,2,Inżynieria Biomedyczna,Bydgoszcz,Piwna
992,Renata,Brzeziński,true,4,Elektrotechnika,Kielce,Juliusza Słowackiego
993,Wilma,Domagała,true,4,Automatyka i Robotyka,Kraków,św Jana
994,Zygmunt,Lipiński,false,4,Elektrotechnika,Gdańsk,Puławska
995,Bonifacy,Pająk,false,4,Informatyka,Kraków,Stefana Żeromskiego
996,Artur,Zięba,false,5,Mikroelektronika w technice i medycynie,Warszawa,Henryka Sienkiewicza
997,Helga,Banach,false,4,Inżynieria Biomedyczna,Kielce,Wojska Polskiego
998,Alfred,Kalinowski,true,1,Informatyka,Bydgoszcz,Puławska
999,Ewelina,Leszczyński,false,5,Informatyka,Kielce,Jezuicka
1000,Karyna,Stasiak,false,5,Mikroelektronika w technice i medycynie,Lublin,Mikołaja Kopernika
